frame,veh_x,veh_y,veh_vx,veh_vy,ped_x,ped_y,ped_vx,ped_vy,distance,action
12,3.047052191773722,-14.081980000040346,0.13450101871204545,2.2263999943788804,5.177333031317285,3.168073907447642,-1.115372965748902,-0.017378601931365978,17.381094794821415,walking
13,2.9665126579111507,-13.93359044002267,-0.805395338625714,1.4838956001767656,5.070538234762466,3.166409940044217,-1.0679479655481838,-0.01663967403425115,17.228956341761744,walking
14,2.926242890979865,-13.748019999301562,-0.4026976693128592,1.8557044072110784,4.968379926320687,3.164818213661285,-1.0215830844177898,-0.01591726382931924,17.03568079323415,walking
15,2.8725230221773748,-13.562560879776129,-0.5371986880249002,1.8545911952543293,4.864336933093545,3.1631971220456854,-1.0404299322714206,-0.016210916155996458,16.843939663606776,walking
16,2.8591534589884984,-13.35839999949428,-0.13369563188876388,2.041608802818491,4.755069314298375,3.161494625652692,-1.0926761879517066,-0.01702496392993247,16.628331706950497,walking
17,2.7651638232547224,-13.154350439617131,-0.9398963573377594,2.0404955987714857,4.644513013980992,3.159772050340917,-1.105563003173824,-0.017225753117751097,16.422014066430418,walking
18,2.7248940563234365,-12.931710439388269,-0.4026976693128592,2.2264000022886243,4.533701010485409,3.1580454909234814,-1.108120034955835,-0.017265594174356025,16.191109551060013,walking
19,2.630904419445125,-12.70907043995038,-0.9398963687831152,2.2263999943788804,4.425720748675455,3.156363052811688,-1.0798026180995368,-0.016824381117932496,15.966632255078974,walking
20,2.5906346525138395,-12.4678399993698,-0.4026976693128548,2.4123044058057985,4.3189720714412845,3.154699803992396,-1.0674867723417059,-0.01663248819292029,15.717852911301243,walking
21,2.5503648855825536,-12.245199999931913,-0.4026976693128592,2.2263999943788804,4.215505360164956,3.153087691413343,-1.0346671127632856,-0.016121125790529156,15.488058516984216,walking
22,2.4832754535911867,-11.985490439404316,-0.6708943199136685,2.5970956052759675,4.110219964036402,3.1514472419451462,-1.0528539612855425,-0.016404494681969695,15.224120033983082,walking
23,2.4295555847886967,-11.762850439966428,-0.5371986880249002,2.2263999943788804,4.001984122831384,3.149760821656354,-1.0823584120501728,-0.016864202887920676,14.995282796517365,walking
24,2.36246615279733,-11.521619999385848,-0.6708943199136685,2.4123044058057985,3.893229653063993,3.1480663206272075,-1.0875446976739145,-0.016945010291467,14.749336718013012,walking
25,2.295376720805963,-11.243319999297512,-0.6708943199136685,2.783000000883362,3.782462363952251,3.1463404579036145,-1.1076728911174172,-0.017258627235929858,14.46629709993506,walking
26,2.161117318140901,-11.020679999859624,-1.3425940266506187,2.2263999943788804,3.674619380724356,3.144660158726424,-1.0784298322789532,-0.016802991771904807,14.245966106301635,walking
27,2.0940278861495343,-10.72390087982427,-0.6708943199136685,2.967791200353531,3.570307596282232,3.143034879080747,-1.0431178444212375,-0.01625279645677047,13.945297025311014,walking
28,2.026857914331304,-10.389940879876464,-0.6716997181823015,3.3395999994780645,3.4633464469011552,3.1413683197375524,-1.0696114938107693,-0.016665593431945958,13.607344632945974,walking
29,1.932948817279856,-10.074459999875671,-0.9390909705144823,3.154808800007931,3.3559650665608283,3.139695212784918,-1.0738138034032696,-0.01673106952634562,13.290555790861522,walking
30,1.8524092834172847,-9.740499999927865,-0.8053953386257118,3.3395999994780645,3.2432072553549003,3.137938335779849,-1.1275781120592798,-0.017568770050688798,12.953319766197847,walking
31,1.7584196476835086,-9.350879999329608,-0.9398963573377617,3.896200005982564,3.1314550341966463,3.1361971268514512,-1.11752221158254,-0.01741208928397686,12.562337414980204,walking
32,1.6489762544307802,-9.007120134277608,-1.0944339325272834,3.437598650520002,3.0256334182207576,3.13454832255347,-1.0582161597588868,-0.01648804297981421,12.219463894223061,walking
33,1.6062785926094296,-8.746816654540897,-0.42697661821350597,2.603034797367112,2.922241276471886,3.132937371840604,-1.0339214174887168,-0.016109507128656553,11.952418730643851,walking
34,1.541925661653252,-8.347996598037202,-0.6435293095617767,3.988200565036948,2.813620412508064,3.1312449525205777,-1.0862086396382198,-0.01692419320026506,11.549467265437134,walking
35,1.4304765344584194,-7.900764251701296,-1.1144912719483258,4.4723234633590625,2.731496616857199,3.129965383445895,-0.8212379565086492,-0.012795690746827404,11.10718909258861,walking
36,1.3542759481335669,-7.517067452776445,-0.7620058632485249,3.836967989248512,2.731496616857199,3.129965383445895,0.0,0.0,10.735736816164799,standing
37,1.26977759615446,-7.056187353479196,-0.8449835197910693,4.6088009929724905,2.731496616857199,3.129965383445895,0.0,0.0,10.290497076208258,standing
38,1.121319371563923,-6.686503255554127,-1.4845822459053704,3.696840979250684,2.731496616857199,3.129965383445895,0.0,0.0,9.947649335482788,standing
39,1.0316323754257128,-6.302525003713173,-0.8968699613821007,3.8397825184095424,2.731496616857199,3.129965383445895,0.0,0.0,9.584435995046638,standing
40,0.9455484813978589,-5.93325246532415,-0.8608389402785399,3.6927253838902274,2.731496616857199,3.129965383445895,0.0,0.0,9.237506617957825,standing
41,0.8809718925117958,-5.4818915627898175,-0.645765888860631,4.513609025343328,2.731496616857199,3.129965383445895,0.0,0.0,8.808434697370577,standing
42,0.8169975669505676,-5.04694209004079,-0.6397432556122817,4.349494727490271,2.731496616857199,3.129965383445895,0.0,0.0,8.398042774483576,standing
